CODE	TITLE 	LANGUAGE
SLPS-02820 	 KIDOU SENSHI GUNDAM - GIREN NO YABOU - ZEON NO KEIFU - KOURYAKU SHIREISHO 	 [J]
SLPS-02570	 KIDOU SENSHI GUNDAM - GIREN NO YABOU - ZEON NO KEIFU [ 2 DISCS ] 	 [J]
SLPS-02571 	 KIDOU SENSHI GUNDAM - GIREN NO YABOU - ZEON NO KEIFU [ 2 DISCS ] 	 [J]
SLPS-03057 	 KIDS STATION - ASOBOU! HANASOU! GURUGURUTAUN HANAMARUKUN 	 [J]
SLPM-86907 	 KIDS STATION - ASOBOU! HANASOU! GURUGURUTAUN HANAMARUKUN [REPRINT] 	 [J]
SLPS-03302 	 KIDS STATION - BARBAPAPA 	 [J]
SLPS-03301 	 KIDS STATION - BARBAPAPA [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03318 	 KIDS STATION - BISHOUJO SENSHI SAILOR MOON 	 [J]
SLPS-03317 	 KIDS STATION - BISHOUJO SENSHI SAILOR MOON [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-02873 	 KIDS STATION - BOKURA TO ASOBOU! ULTRAMAN TV 	 [J]
SLPS-02872 	 KIDS STATION - BOKURA TO ASOBOU! ULTRAMAN TV [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03320 	 KIDS STATION - CRAYON SHIN-CHAN - ORA TO OMOIDE TSUKURUZO! 	 [J]
SLPS-03319 	 KIDS STATION - CRAYON SHIN-CHAN - ORA TO OMOIDE TSUKURUZO! [CONTROLLER SET] 	 [J]
SLPS-03248 	 KIDS STATION - DIGIMON PARK (CONTROLLER SET) 	 [J]
SLPS-03249 	 KIDS STATION - DIGIMON PARK 	 [J]
SLPS-03324 	 KIDS STATION - DORAEMON - HIMITSU NO YOJIGEN POCKET 	 [J]
SLPS-03323 	 KIDS STATION - DORAEMON - HIMITSU NO YOJIGEN POCKET [KIDS STATION CONTROLLER SET] 	 [J]
SLPM-86905 	 KIDS STATION HELLO KITTY NO OSHABERI ABC 	 [J]
SLPM-86904 	 KIDS STATION HELLO KITTY NO OSHABERI ABC [CONTROLLER SET] 	 [J]
SLPS-03060 	 KIDS STATION - HELLO KITTY NO OSYABERITAUN 	 [J]
SLPM-86906 	 KIDS STATION - HELLO KITTY NO OSYABERITAUN [REPRINT] 	 [J]
SLPS-03448 	 KIDS STATION - HELLO KITTY NO UCHI NIOI DEYO 	 [J]
SLPS-03447 	 KIDS STATION - HELLO KITTY NO UCHI NIOI DEYO [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03544 	 KIDS STATION - HELLO KITTY TO ALBUM NIKKI O TSUKURI MASHO! 	 [J]
SLPS-03543 	 KIDS STATION - HELLO KITTY TO ALBUM NIKKI O TSUKURI MASHO! [CONTROLLER SET] 	 [J]
SLPS-03185 	 KIDS STATION - HITORI DE DEKIRUMON 	 [J]
SLPS-03169 	 KIDS STATION - HITORI DE DEKIRUMON [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03403 	 KIDS STATION - KAMEN RIDER HEROES 	 [J]
SLPS-03402 	 KIDS STATION - KAMEN RIDER HEROES [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-02874 	 KIDS STATION - KIKANSHA THOMAS TO NAKAMATACHI 	 [J]
SLPS-02699 	 KIDS STATION - KIKANSHA THOMAS TO NAKAMATACHI [KIDS STATION CONTROLLER SET] 	 [J]
SLPM-86933 	 KIDS STATION - KUMA NO POOH-SAN - MORI NO NAKAMATO 123 	 [J]
SLPM-86932 	 KIDS STATION - KUMA NO POOH-SAN - MORI NO NAKAMATO 123 [CONTROLLER PACK] 	 [J]
SLPM-87001 	 KIDS STATION - KUMA NO POOH-SAN - MORI NO KYOUSHITSY 	 [J]
SLPM-87000 	 KIDS STATION - KUMA NO POOH-SAN - MORI NO KYOUSHITSY [MOUSE PACK] 	 [J]
SLPM-86999 	 KIDS STATION - KUMA NO POOH-SAN - MORI NO TOMODACHI 	 [J]
SLPM-86979 	 KIDS STATION - KUMA NO POOH-SAN - MORI NO TOMODACHI [MOUSE PACK] 	 [J]
SLPS-03322 	 KIDS STATION - LEGO NO SEKAI 	 [J]
SLPS-02876 	 KIDS STATION - MAGICAL MUSIC EIGO DE ONE - TWO - THREE! 	 [J]
SLPM-87003 	 KIDS STATION - MICKEY & MINNIE - MAGICAL KITCHEN 	 [J]
SLPM-87002 	 KIDS STATION - MICKEY & MINNIE - MAGICAL KITCHEN [MOUSE SET] 	 [J]
SLPM-86931 	 KIDS STATION - MICKEY TO NAKAMATACHI - KAZUASOBI IROIRO 	 [J]
SLPM-86930 	 KIDS STATION - MICKEY TO NAKAMATACHI - KAZUASOBI IROIRO [CONTROLLER PACK] 	 [J]
SLPS-03463 	 KIDS STATION - MINIMONI NI NINARU NO DA PYON! 	 [J]
SLPS-03462 	 KIDS STATION - MINIMONI NI NINARU NO DA PYON! [CONTROLLER SET] 	 [J]
SLPS-03247 	 KIDS STATION - MOTTO! OJA MAJO DO-RE-MI - MAHODOU SMILE PARTY 	 [J]
SLPS-03246 	 KIDS STATION - MOTTO! OJA MAJO DO-RE-MI - MAHODOU SMILE PARTY [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03407 	 KIDS STATION - MOTTO! OJA MAJO DO-RE-MI DOKKAN! - MAHO DOU EIGO FESTIVAL 	 [J]
SLPS-03406 	 KIDS STATION - MOTTO! OJA MAJO DO-RE-MI DOKKAN! - MAHO DOU EIGO FESTIVAL [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-02875 	 KIDS STATION - OJA MAJO DOREMI MAHO - DANCE CARNIVAL 	 [J]
SLPS-02718 	 KIDS STATION - OJA MAJO DOREMI MAHO - DANCE CARNIVAL [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03515 	 KIDS STATION - OSHABERI OEKAKI KIKANSHA THOMAS TO NAKAMATACHI 	 [J]
SLPS-03514 	 KIDS STATION - OSHABERI OEKAKI KIKANSHA THOMAS TO NAKAMATACHI [CONTROLLER SET] 	 [J]
SLPS-03513 	 KIDS STATION - OSHABERI OEKAKI SOREIKE! ANPANMAN 	 [J]
SLPS-03512 	 KIDS STATION - OSHABERI OEKAKI SOREIKE! ANPANMAN [CONTROLLER SET] 	 [J]
SLPM-87167 	 KIDS STATION - PLARAIL - TETSUDOU MONOSHIRI HYAKKA 	 [J]
SLPM-87166 	 KIDS STATION - PLARAIL - TETSUDOU MONOSHIRI HYAKKA [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03359 	 KIDS STATION - PONKICKIES 21 	 [J]
SLPS-03358 	 KIDS STATION - PONKICKIES 21 [CONTROLLER SET] 	 [J]
SLPS-02848 	 KIDS STATION - SOREIKE! ANPANMAN 	 [J]
SLPS-02700 	 KIDS STATION - SOREIKE! ANPANMAN (CONTROLLER SET) 	 [J]
SLPS-03197 	 KIDS STATION - SOREIKE! ANPANMAN 2 	 [J]
SLPS-03196 	 KIDS STATION - SOREIKE! ANPANMAN 2 [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03405 	 Kids Station - Soreike! Anpanman 3 	[J]
SLPS-03404 	 Kids Station - Soreike! Anpanman 3 [Kids Station Controller Set] 	[J]
SLPM-87169 	 Kids Station - Ugoku Tomika Zukan 	[J]
SLPM-87168 	 Kids Station - Ugoku Tomika Zukan [with Kids Station Controller] 	[J]
SLPS-03316 	 KIDS STATION - ULTRAMAN COSMOS 	 [J]
SLPS-03315 	 KIDS STATION - ULTRAMAN COSMOS [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-03337 	 KIDS STATION - UNTEN DAISUKI - DOKI DOKI NORIMONO DAIBOUKEN 	 [J]
SLPS-03173 	 KIDS STATION - YANCHARU MONCHA 	 [J]
SLPS-03172 	 KIDS STATION - YANCHARU MONCHA [KIDS STATION CONTROLLER SET] 	 [J]
SLPS-02370 	 KIGANJO 	 [J]
SLPS-00021 	 KIKUNI MASAHIKO - JIRUSHI WARAU FUKEI-SAN PACHI-SLOT HUNTER 	 [J]
SLPS-00027 	 KILEAK - THE BLOOD 	 [J]
SLPS-00170 	 KILEAK - THE BLOOD 2 - REASON IN MADNESS 	 [J]
SLPS-02747 	 KILLER BASS 	 [J]
SLPS-03113 	 KILLER BASS [MAGICAL 1500] 	 [J]
SLPS-00296 	 KILLING ZONE 	 [J]
SLPS-01177 	 KIMAGURE MY BABY 	 [J]
SLPS-02545 	 KIMERO HERO GAKUEN EIYUU NI SHINJUTSU NASHI 	 [J]
SLPS-02965 	 KIMI NI STEADY 	 [J]
SLPS-02271 	 KIMI NO KIMOCHI BOKU NO KOKORO 	 [J]
SLPS-03072 	 KIMI NO KIMOCHI BOKU NO KOKORO [THE BEST TAKARAMONO] 	 [J]
SLPS-00601 	 KINDAICHI SHOUNEN NO JIKENBO - HISHOUSHIMA ARATANARU SANGEKI 	 [J]
SLPS-91039 	 KINDAICHI SHOUNEN NO JIKENBO - HISHOUSHIMA ARATANARU SANGEKI [PLAYSTATION THE BEST] 	 [J]
SLPS-01340	 KINDAICHI SHOUNEN NO JIKENBO 2 - JIGOKU YUUEN SATSUJIN JIKEN  -  [ 2 DISCS ] 	 [J]
SLPS-01341 	 KINDAICHI SHOUNEN NO JIKENBO 2 - JIGOKU YUUEN SATSUJIN JIKEN  -  [ 2 DISCS ] 	 [J]
SLPS-02223	 KINDAICHI SHOUNEN NO JIKENBO 3 - SHOURYUU DENSETSU SATSUJIN JIKEN  -  [ 2 DISCS ] 	 [J]
SLPS-02224 	 KINDAICHI SHOUNEN NO JIKENBO 3 - SHOURYUU DENSETSU SATSUJIN JIKEN  -  [ 2 DISCS ] 	 [J]
SLPS-00092 	 KING OF BOWLING 	 [J]
SLPS-01541 	 KING OF BOWLING 2 	 [J]
SLPS-02688 	 KING OF BOWLING 2 [PLAYSTATION THE BEST] 	 [J]
SLPS-00524 	 KING OF PARLOR 	 [J]
SLPS-01423 	 KING OF PARLOR 2 	 [J]
SLPS-01124 	 KING OF PRODUCER 	 [J]
SLPS-00247 	 KING OF STALLION 	 [J]
SLPS-00017 	 KING'S FIELD 	 [J]
SLPS-91401 	 KING'S FIELD [PSONE BOOKS] 	 [J]
SLPS-00069 	 KING'S FIELD II 	 [J]
SLPS-91003 	 KING'S FIELD II [PLAYSTATION THE BEST] 	 [J]
SLPS-91423 	 KING'S FIELD II [PSONE BOOKS] 	 [J]
SLPS-00377 	 KING'S FIELD III - THE STORY OF VERDITE 	 [J]
SLPS-91089 	 KING'S FIELD III - THE STORY OF VERDITE [PLAYSTATION THE BEST] 	 [J]
SLPS-91426 	 KING'S FIELD III - THE STORY OF VERDITE [PSONE BOOKS] 	 [J]
SLPM-86381 	 KINNIKU BANZUKE VOL.1 - ORE GA SAIKYOU NO OTOKO DA 	 [J]
SLPM-86628 	 KINNIKU BANZUKE VOL.1 - ORE GA SAIKYOU NO OTOKO DA (KONAMI THE BEST) 	 [J]
SLPM-86457 	 KINNIKU BANZUKE VOL.2 - ARATANARU GENKAI E NO CHOUSEN! 	 [J]
SLPM-86665 	 KINNIKU BANZUKE VOL.2 - ARATANARU GENKAI E NO CHOUSEN! [KONAMI THE BEST] 	 [J]
SLPM-86690 	 KINNIKU BANZUKE VOL.3 - SAIKYU NO CHALLENGER TANJOU! 	 [J]
SLPM-86950 	 KINNIKU BANZUKE VOL.3 - SAIKYU NO CHALLENGER TANJOU! [KONAMI THE BEST] 	 [J]
SLPM-86490 	 KINNIKU BANZUKE - ROAD TO SASUKE 	 [J]
SLPM-86737 	 KINNIKU BANZUKE - ROAD TO SASUKE [KONAMI THE BEST] 	 [J]
SLPS-02215 	 KISEKI NO MAYA URANAI 	 [J]
SLPM-86449 	 KISHA DE GO! 	 [J]
SLPS-02877 	 KISOU JIDAIGEKI SUGOROKU - SHINOBI NO ROKU 	 [J]
SLPS-01821 	 KITA DENSHI - VIRTUA PACHI-SLOT 	 [J]
SLPS-02746 	 KITA DENSHI - VIRTUA PACHI-SLOT 2 	 [J]
SLPS-01395 	 KITCHEN PANIC 	 [J]
SLPS-00059 	 KIWAME - TAIKYOKU SHOGI 	 [J]
SLPS-00379 	 KIWAMU DAIDOUGI 	 [J]
SLPM-87019 	 KIWAMU DAIDOUGI [MAJORWAVE 1500 SERIES] 	 [J]
SLPS-02681	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES  -  [ 2 DISCS ] 	 [J]
SLPS-02682 	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES  -  [ 2 DISCS ] 	 [J]
SLPS-03567	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES [BEST VERSION]  -  [ 2 DISCS ] 	 [J]
SLPS-03568 	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES [BEST VERSION]  -  [ 2 DISCS ] 	 [J]
SLPS-02424 	 KLAYMEN GUN-HOCKEY 	 [J]
SLPS-01365 	 KLAYMEN KLAYMEN - NERVERHOOD NO NAZO 	 [J]
SLPS-91116 	 KLAYMEN KLAYMEN - NERVERHOOD NO NAZO [PLAYSTATION THE BEST] 	 [J]
SCPS-45296 	 KLAYMEN KLAYMEN 2 - SKULLMONKEY NO GYAKUSHUU 	 [Ch]
SLPS-01501 	 KLAYMEN KLAYMEN 2 - SKULLMONKEY NO GYAKUSHUU 	 [J]
SLPS-02147 	 KLAYMEN KLAYMEN 2 - SKULLMONKEY NO GYAKUSHUU [RIVERHILL SOFT BEST] 	 [J]
SCPS-45516 	 KLONOA BEACH VOLLEYBALL 	 [J]
SLPS-03433 	 KLONOA BEACH VOLLEYBALL 	 [J]
SLPS-01531 	 KNIGHT & BABY 	 [J]
SLPS-00922 	 KOCHIRA KATSUSHIKAKU KAMEARI KOUENZEN - HASHUTSUJO HIGH-TECH BUILDING SHINKOU SOSHI SAKUSEN! NO KAN 	 [J]
SLPS-03499 	 KOGEPAN - PAN MO GAME WO YARURASHI 	 [J]
SLPM-80195 	 KOGUMA-CHAN NO DAIBOUKEN 	 [J]
SLPS-02955 	 KOHNI SHOGUN 	 [J]
SLPM-86847 	 KOIYOHOU 	 [J]
SLPS-01354 	 KOJIN KYOUJU - LA LEÇON PARTICULIERE 	 [J]
SLPS-03434 	 KOJIN KYOUJU - LA LEÇON PARTICULIERE [MYCOM BEST] 	 [J]
SLPS-00249 	 KOKUMEIKAN - TRAP SIMULATION GAME 	 [J]
SLPS-91033 	 KOKUMEIKAN - TRAP SIMULATION GAME [PLAYSTATION THE BEST] 	 [J]
SLPS-91406 	 KOKUMEIKAN - TRAP SIMULATION GAME [PSONE BOOKS] 	 [J]
SLPS-03121 	 KOMOCCHI 	 [J]
SLPM-86228 	 KONAMI 80'S ARCADE GALLERY 	 [J]
SLPM-86052 	 KONAMI ANTIQUES - MSX COLLECTION VOL.1 	 [J]
SCPS-45155 	 KONAMI ANTIQUES - MSX COLLECTION VOL.2 	 [J]
SLPM-86062 	 KONAMI ANTIQUES - MSX COLLECTION VOL.2 	 [J]
SCPS-45205 	 KONAMI ANTIQUES - MSX COLLECTION VOL.3 	 [J]
SLPM-86072 	 KONAMI ANTIQUES - MSX COLLECTION VOL.3 	 [J]
SLPM-86515 	 KOMBI MAHJONG AWASE UCHI 	 [J]
SCPS-10127 	 KONEKO MO ISSYO 	 [J]
SLPM-86791 	 KONOHANA - TRUE REPORT 	 [J]
SLPM-87075 	 KONOHANA - TRUE REPORT [SUPERLITE 1500 SERIES] 	 [J]
SLPS-01894 	 KONYA MO DORUBAKO!! 	 [J]
SLPS-02547 	 Konya mo Dorubako!! 2000 	[J]
SLPS-03328 	 KONYA MO DORUBAKO!! 2001 	 [J]
SLPS-03479 	 KOROKORO POSTNIN 	 [J]
SLPS-00729 	 KOSHIEN FIVE BASEBALL 	 [J]
SLPS-02565 	 KOSHIEN FIVE BASEBALL [RERELEASE] 	 [J]
SLPS-03084 	 KOSHIEN FIVE BASEBALL [MAGICAL 1500] 	 [J]
SLPS-00970 	 KOSODATE QUIZ MY ANGEL 	 [J]
SLPS-01885 	 KOSODATE QUIZ MOTTO MY ANGEL 	 [J]
SLPS-00159 	 KOTEN TSUMEGO SHUU - SHIJIN NO MAKI 	 [J]
SLPS-02593 	 KOTEN TSUMEGO SHUU - SHIJIN NO MAKI [VAP BEST THANKS 1800] 	 [J]
SLPS-01941 	 KOTOBUKI GRAND PRIX - MEZASE! GENCHARI KING 	 [J]
SLPM-86926 	 KOTOBUKI GRAND PRIX - MEZASE! GENCHARI KING [POKKIRI 1400] 	 [J]
SCPS-10137 	 KOUASHI KIKOU SHIDAN - BEIN PANZER 	 [J]
SLPS-02460	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-02461	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-02462	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-02463 	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45441	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45442	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45443	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45444 	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-00684 	 KOUKAI SARENA KATTA SHUKI - THE NOTE 	 [J]
SLPS-02385 	 KOUKROSEATRO - YUUKYUU NO HITOMI 	 [J]
SLPS-03283 	 KOUKROSEATRO - YUUKYUU NO HITOMI [VALUE 1500] 	 [J]
SLPS-00577 	 KOURYUU SANGOKU ENGI 	 [J]
SLPS-02550 	 KOURYUU SANGOKU ENGI [MARURAN SERIES 2] 	 [J]
SLPS-01338 	 KOURYUUKI 	 [J]
SLPM-87350 	 KOURYUUKI [KOEI TEIBAN SERIES] 	 [J]
SLPS-00431 	 KOUTETSU REIKI - STEELDOM 	 [J]
SLPS-03454 	 KOWAI SYASIN - SHINREI SYASIN KITAN 	 [J]
SCPS-45014	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SCPS-45015	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SCPS-45016	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SCPS-45017 	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00706	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00707	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00708	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00709 	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-02975	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-02976	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-02977	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-02978 	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-00669	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-00670	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-00671	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-00672 	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-01775 	 KOYASAI - A SHERD OF YOUTHFUL MEMORIES 	 [J]
SLPM-87170 	 KOYASAI - A SHERD OF YOUTHFUL MEMORIES [SUPERLITE 1500 SERIES] 	 [J]
SLPS-00492 	 KRAZY IVAN 	 [J]
SCPS-10064 	 KULAQUEST 	 [J]
SLPS-00115 	 KUMA NO PUUTAROU 	 [J]
SLPS-01208 	 KUMITATE BATTLE KUTTU KETTO 	 [J]
SLPS-01773 	 KUNOICHI TORIMONOCHO 	 [J]
SLPS-01676 	 KUON NO KIZUNA 	 [J]
SLPS-00499 	 KURI SKUNK 	 [J]
SLPS-02464 	 KURI SKUNK [REPRINT] 	 [J]
SLPS-00505 	 KURO NO JYUSAN 	 [J]
SLPS-02811 	 KURO NO JYUSAN [BEST PRICE] 	 [J]
SLPS-01030 	 KURO NO KEN - BLADE OF THE DARKNESS 	 [J]
SLPS-01450 	 KUROI HITOMI NO NOIR - CIELGRIS FANTASM 	 [J]
SLPS-03063 	 KU-RON JO 	 [J]
SLPM-86634 	 KURU KURU CUBE 	 [J]
SLPM-86785 	 KURU KURU MARUMARU 	 [J]
SLPS-00651 	 KURU KURU PANIC 	 [J]
SLPS-00432 	 KURUKURU TWINKLE - ONEGAIOHO SHISAMA 	 [J]
SLPS-00786 	 KURUMI MIRACLE 	 [J]
SLPS-00066 	 KURURIN PA! 	 [J]
SLPS-01854 	 KUUBO SENKI 	 [J]
SLPM-86447 	 KYAIIN NO TANOSHI MAIL - PS. I LOVE YOU 	 [J]
SLPS-01692 	 KYOROCHAN NO PURIKURA DAISAKUSEN 	 [J]
SLPS-03193 	 KYOTO MAIKO MONOGATARI 	 [J]
SLPS-00503 	 KYOUFU SHINBUN 	 [J]
SLPS-00777 	 KYOUSOUBA IKUSEI SIMULATION - DERBY STALLION 	 [J]
SLPS-02299 	 KYOUSOUBA IKUSEI SIMULATION - DERBY STALLION '99 	 [J]
SLPS-03451 	 KYOUTEI WARS - MARK 6 	 [J]
SLPS-00622 	 KYUU BAKUKKU 	 [J]
SLPS-00214 	 KYUIN 	 [J]
SLPS-02628 	 KYUIN [BEST OF THE BEST] 	 [J]
SLPS-00475 	 KYUUKUOKU NO SOUKOBAN - 3D PUZZLE & CINEMA 	 [J]
SLPS-00031 	 KYUUTENKAI - FANTASTIC PINBALL 	 [J]
SLPS-02204 	 L NO KISETSU - A PIECE OF MEMORIES 	 [J]
SLPS-03222 	 L NO KISETSU - A PIECE OF MEMORIES [BEST PRICE] 	 [J]
SLPS-02203 	 L NO KISETSU - A PIECE OF MEMORIES [LIMITED EDITION] 	 [J]
SCPS-45120 	 LAGNACURE 	 [J]
SLPS-01009 	 LAGNACURE 	 [J]
SLPS-02833 	 LAGNACURE [ARTDINK BEST CHOICE] 	 [J]
SLPS-02832 	 LAGNACURE LEGEND 	 [J]
SLPS-00408 	 LAKE MASTERS 	 [J]
SLPS-01608 	 LAKE MASTERS [NICE PRICE 2800] 	 [J]
SLPS-01342 	 LAKE MASTERS 2 - BASS FISHING IN JAPAN 	 [J]
SLPS-02069 	 LAKE MASTERS 2 - BASS FISHING IN JAPAN [REPRINT] 	 [J]
SLPS-02177 	 LAKE MASTERS PRO 	 [J]
SLPS-91420 	 LAKE MASTERS PRO [PSONE BOOKS] 	 [J]
SLPS-02869 	 LAKE MASTERS PRO [REPRINT] 	 [J]
SLPM-86394 	 LANDMAKER 	 [J]
SLPS-00897 	 LANGRISSER I & II 	 [J]
SLPS-00896 	 LANGRISSER I & II [LIMITED EDITION] 	 [J]
SLPS-01822 	 LANGRISSER I & II [MASAY BEST] 	 [J]
SLPM-86798 	 LANGRISSER I & II [RERELEASE] 	 [J]
SLPS-01818	 LANGRISSER IV & V  -  [ 2 DISCS ] 	 [J]
SLPS-01819 	 LANGRISSER IV & V  -  [ 2 DISCS ] 	 [J]
SLPS-00732 	 LAS VEGAS DREAM 2 	 [J]
SLPM-86491 	 LATTICE 200EC7 	 [J]
SLPS-02344 	 LE CONCERT FF - FORTISSIMO 	 [J]
SLPS-02925	 LE CONCERT FF+PP - FORTISIMMO & PIANISSIMO  -  [ 2 DISCS ] 	 [J]
SLPS-02926 	 LE CONCERT FF+PP - FORTISIMMO & PIANISSIMO  -  [ 2 DISCS ] 	 [J]
SLPS-02343 	 LE CONCERT PP - PIANISSIMO 	 [J]
SLPS-01886 	 LEADING JOCKEY '99 	 [J]
SLPS-00348 	 LEADING JOCKEY HIGHBRED 	 [J]
SCPS-10059 	 LEGAIA DENSETSU 	 [J]
SCPS-91246 	 LEGAIA DENSETSU [PLAYSTATION THE BEST] 	 [J]
SIPS-60002 	 LEMMINGS 3D 	 [J]
SLPM-86025 	 LETHAL ENFORCES [LIMITED EDITION] 	 [J]
SLPS-01914 	 LET'S GO BASSFISHING 	 [J]
SLPS-01827 	 LET'S GO FLYFISHING 	 [J]
SCPS-45343 	 LIBERO GRANDE 	 [J]
SLPS-01681 	 LIBERO GRANDE 	 [J]
SLPS-02950 	 LIBERO GRANDE 2 	 [J]
SLPS-00185	 LIFESCAPE - SEIMEI 40 OKUNEN HARUKANA TABI [ 2 DISCS ] 	 [J]
SLPS-00186 	 LIFESCAPE - SEIMEI 40 OKUNEN HARUKANA TABI [ 2 DISCS ] 	 [J]
SLPS-00629 	 LIFESCAPE 2 - BODY BIONICS 	 [J]
SLPM-86015 	 LIGHTNING LEGEND 	 [J]
SCPS-45118 	 LINDA CUBE AGAIN 	 [J]
SCPS-10039 	 LINDA CUBE AGAIN 	 [J]
SCPS-91142 	 LINDA CUBE AGAIN [PLAYSTATION THE BEST] 	 [J]
SLPS-01769 	 LING RISE 	 [J]
SLPS-00376 	 LITTLE BIG ADVENTURE - TWINSEN'S ADVENTURE 	 [J]
SLPM-86269	 LITTLE LOVERS - SHE SO GAME  -  [ 2 DISCS ] 	 [J]
SLPM-86270 	 LITTLE LOVERS - SHE SO GAME  -  [ 2 DISCS ] 	 [J]
SLPM-86757	 LITTLE LOVERS - SHE SO GAME [MAJOR WAVE SERIES]  -  [ 2 DISCS ] 	 [J]
SLPM-86758 	 LITTLE LOVERS - SHE SO GAME [MAJOR WAVE SERIES]  -  [ 2 DISCS ] 	 [J]
SLPS-02376 	 LITTLE PRINCESS - MARU OUKOKU NO NINGYOU HIME 2 	 [J]
SLPS-91414 	 LITTLE PRINCESS - MARU OUKOKU NO NINGYOU HIME 2 [PSONE BOOKS] 	 [J]
SLPS-03012	 LITTLE PRINCESS +1 - MARU OUKOKU NO NINGYOU HIME 2  -  [ 2 DISCS ] 	 [J]
SLPS-03013 	 LITTLE PRINCESS +1 - MARU OUKOKU NO NINGYOU HIME 2  -  [ 2 DISCS ] 	 [J]
SLPS-01850 	 LITTLE WITCHING MISCHIEFS 	 [J]
SLPS-00182 	 LODE RUNNER - THE LEGEND RETURNS 	 [J]
SLPM-86238 	 LODE RUNNER - THE LEGEND RETURNS [SUPERLITE 1500 SERIES] 	 [J]
SLPM-86460 	 LODE RUNNER 2 [SUPERLITE 1500 SERIES] 	 [J]
SLPS-00641 	 LODE RUNNER EXTRA 	 [J]
SLPS-00642 	 LOGIC MAHJONG SOURYU 	 [J]
SLPS-01617 	 LOGIC MAHJONG SOURYU [REPRINT] 	 [J]
SLPM-86917 	 LOGIC MAHJONG SOURYU [MAJOR WAVE SERIES] 	 [J]
SLPS-02036 	 LOGIC MAHJONG SOURYU - SANNIN UCHI - 3 PLAYERS GAME 	 [J]
SLPS-02880 	 Logic Mahjong Souryu - Sannin Uchi - 4 Players Game 	[J]
SLPS-03011 	 LOGIC PRO ADVENTURE 	 [J]
SLPS-00268 	 LOGIC PUZZLE RAINBOW TOWN 	 [J]
SLPS-00987 	 LOMAX 	 [J]
SLPS-01787 	 LONDON SEIREI TANTEI-DAN 	 [J]
SLPS-00322 	 LONE SOLDIER 	 [J]
SLPS-01728 	 LORD MONARCH - SHIN GAIA OUKOKUKI 	 [J]
SLPM-86524 	 LORD MONARCH - SHIN GAIA OUKOKUKI [MAJOR WAVE SERIES] 	 [J]
SLPS-02168 	 LORD OF FIST 	 [J]
SCPS-10086 	 LORD OF MONSTERS 	 [J]
SLPS-01307 	 LOST SWORD 	 [J]
SCPS-10124 	 LOVE & DESTROY 	 [J]
SLPS-00686 	 LOVE GAME'S - WAI WAI TENNIS 	 [J]
